Entry,Entry name,Protein names,Gene names,Organism,Length,Gene ontology IDs,Taxonomic lineage (PHYLUM)
A0A671YWK9,A0A671YWK9_SPAAU,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma-like,LOC115573190,Sparus aurata (Gilthead sea bream),784,GO:0005524; GO:0016307,Chordata
A0A671UJM2,A0A671UJM2_SPAAU,Receptor protein serine/threonine kinase (EC 2.7.11.30),BMPR2,Sparus aurata (Gilthead sea bream),1228,GO:0004675; GO:0005524; GO:0016021,Chordata
A0A484DCN2,A0A484DCN2_PERFV,Abhydrolase_3 domain-containing protein,EPR50_G00053230,Perca flavescens (American yellow perch) (Morone flavescens),393,GO:0016021; GO:0016787,Chordata
A0A6J2PYM8,A0A6J2PYM8_COTGO,protein FAM185A,fam185a,Cottoperca gobio (Frogmouth) (Aphritis gobio),387,,Chordata
A0A671YG25,A0A671YG25_SPAAU,Coenzyme Q-binding protein COQ10 homolog B; mitochondrial-like,LOC115588283,Sparus aurata (Gilthead sea bream),239,,Chordata
A0A671VCK0,A0A671VCK0_SPAAU,FYVE and coiled-coil domain-containing protein 1-like,LOC115573089,Sparus aurata (Gilthead sea bream),1485,GO:0046872; GO:0072383; GO:1901098,Chordata
A0A671WNZ5,A0A671WNZ5_SPAAU,General transcription factor IIF subunit 2 (EC 3.6.4.12) (Transcription initiation factor IIF subunit beta),LOC115588268,Sparus aurata (Gilthead sea bream),254,GO:0003677; GO:0003678; GO:0005524; GO:0005674; GO:0006367; GO:0016787,Chordata
A0A671TUG2,A0A671TUG2_SPAAU,G protein-coupled receptor; class C; group 6; member A,,Sparus aurata (Gilthead sea bream),837,GO:0004930; GO:0005886; GO:0016021,Chordata
A0A4W6BI35,A0A4W6BI35_LATCA,Multiple EGF like domains 8,megf8,Lates calcarifer (Barramundi) (Holocentrus calcarifer),2890,GO:0005509; GO:0007368; GO:0016021; GO:0042074; GO:0055113; GO:0060972,Chordata
A0A671XGY7,A0A671XGY7_SPAAU,Galactocerebrosidase (EC 3.2.1.46) (Galactosylceramidase),galc,Sparus aurata (Gilthead sea bream),669,GO:0004336; GO:0006683,Chordata
A0A6J2WRH9,A0A6J2WRH9_CHACN,uncharacterized protein LOC115826628,LOC115826628,Chanos chanos (Milkfish) (Mugil chanos),334,,Chordata
A0A671WI08,A0A671WI08_SPAAU,Acyl-CoA dehydrogenase family member 11,acad11,Sparus aurata (Gilthead sea bream),769,GO:0016627; GO:0050660,Chordata
A0A671WDM7,A0A671WDM7_SPAAU,Acyl-CoA dehydrogenase family member 11,acad11,Sparus aurata (Gilthead sea bream),774,GO:0016627; GO:0050660,Chordata
A0A671YJM0,A0A671YJM0_SPAAU,ERCC excision repair 6; chromatin remodeling factor,ercc6,Sparus aurata (Gilthead sea bream),1450,GO:0005524; GO:0016787; GO:0070615,Chordata
A0A671YXC1,A0A671YXC1_SPAAU,Phospholipase A2 activating protein,plaa,Sparus aurata (Gilthead sea bream),799,GO:0005737,Chordata
A0A446DAX0,A0A446DAX0_ECOLX,Phage tail protein,E2127_26515 E2128_25460 ECTO6_02423 WP4S18E08_22930,Escherichia coli,792,,Proteobacteria
A0A3Q3N4G0,A0A3Q3N4G0_9LABR,Fibromodulin (Keratan sulfate proteoglycan fibromodulin),,Labrus bergylta (ballan wrasse),401,GO:0005576; GO:0016021; GO:0062023,Chordata
A0A671XMG9,A0A671XMG9_SPAAU,Suppressor of tumorigenicity 14 protein homolog (EC 3.4.21.109) (Serine protease 14),st14,Sparus aurata (Gilthead sea bream),848,GO:0004252; GO:0016021,Chordata
A0A671VIB8,A0A671VIB8_SPAAU,Nucleoside diphosphate kinase B,,Sparus aurata (Gilthead sea bream),226,GO:0001726; GO:0004550; GO:0005634; GO:0005737; GO:0006183; GO:0006228; GO:0006241; GO:0007049; GO:0030027,Chordata
Q4G339,Q4G339_RHASR,Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49),,Rhabdosargus sarba (Goldlined seabream) (Sparus sarba),514,GO:0004345; GO:0006006; GO:0006098; GO:0050661,Chordata
F2YLA1,F2YLA1_SPAAU,Serotransferrin,Tf LOC115572354,Sparus aurata (Gilthead sea bream),691,GO:0005615; GO:0006826; GO:0009617; GO:0042541; GO:0046872; GO:0055072,Chordata
A0A671W167,A0A671W167_SPAAU,Solute carrier family 27 member 6,slc27a6,Sparus aurata (Gilthead sea bream),639,GO:0004467; GO:0015908; GO:0016021; GO:0031957,Chordata
A0A671X0J4,A0A671X0J4_SPAAU,Target of EGR1; exonuclease,toe1,Sparus aurata (Gilthead sea bream),533,GO:0003676; GO:0046872,Chordata
A0A671TW98,A0A671TW98_SPAAU,Cytosolic carboxypeptidase 2-like,LOC115585931,Sparus aurata (Gilthead sea bream),1016,GO:0004181; GO:0005829; GO:0008270,Chordata
A0A671TXX2,A0A671TXX2_SPAAU,Transmembrane protein 17B-like,LOC115585932,Sparus aurata (Gilthead sea bream),184,GO:0016021,Chordata
A0A7J5YKP1,A0A7J5YKP1_DISMA,Complex I-MNLL (NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1) (NADH-ubiquinone oxidoreductase MNLL subunit),F7725_019781,Dissostichus mawsoni (Antarctic cod),378,,Chordata
A0A671YJF1,A0A671YJF1_SPAAU,Complement C3-like,LOC115576905,Sparus aurata (Gilthead sea bream),1440,GO:0004866; GO:0005615; GO:0006956,Chordata
A0A671XR05,A0A671XR05_SPAAU,Complement C3-like,LOC115582832,Sparus aurata (Gilthead sea bream),1638,GO:0004866; GO:0005615; GO:0006956,Chordata
A0A3Q3H1G9,A0A3Q3H1G9_9LABR,Acetyl-coenzyme A synthetase (EC 6.2.1.1),,Labrus bergylta (ballan wrasse),696,GO:0003987; GO:0005524; GO:0016208; GO:0019427; GO:0050218,Chordata
A0A671VY65,A0A671VY65_SPAAU,Alpha-mannosidase (EC 3.2.1.-),man2b2,Sparus aurata (Gilthead sea bream),1025,GO:0004559; GO:0006013; GO:0030246; GO:0046872,Chordata
A0A671TW43,A0A671TW43_SPAAU,Carboxypeptidase A2-like,LOC115585985,Sparus aurata (Gilthead sea bream),452,GO:0004181; GO:0005576; GO:0008270,Chordata
A0A671U4V6,A0A671U4V6_SPAAU,Uncharacterized LOC115572337,LOC115572337,Sparus aurata (Gilthead sea bream),529,GO:0005737; GO:0007165,Chordata
A0A6G0IMK2,A0A6G0IMK2_LARCR,Calcineurin-binding protein cabin-1 Calcineurin inhibitor,D5F01_LYC09862,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),2230,GO:0005634; GO:0006336,Chordata
A0A3B4XWD7,A0A3B4XWD7_SERLL,Calcineurin binding protein 1,,Seriola lalandi dorsalis,2193,GO:0005634; GO:0006336,Chordata
A0A3B4XW51,A0A3B4XW51_SERLL,Calcineurin binding protein 1,,Seriola lalandi dorsalis,2171,GO:0005634; GO:0006336,Chordata
A0A6J2QAA9,A0A6J2QAA9_COTGO,LOW QUALITY PROTEIN: calcineurin-binding protein cabin-1,cabin1,Cottoperca gobio (Frogmouth) (Aphritis gobio),2267,GO:0005634; GO:0006336,Chordata
A0A671W4X5,A0A671W4X5_SPAAU,TGF-beta activated kinase 1 (MAP3K7) binding protein 1,tab1,Sparus aurata (Gilthead sea bream),505,GO:0004722,Chordata
A0A671VVZ7,A0A671VVZ7_SPAAU,Mitochondrial inner membrane protease subunit (EC 3.4.21.-),immp1l,Sparus aurata (Gilthead sea bream),170,GO:0005743; GO:0008236,Chordata
A0A669BIF6,A0A669BIF6_ORENI,Mitochondrial inner membrane protease subunit (EC 3.4.21.-),immp1l,Oreochromis niloticus (Nile tilapia) (Tilapia nilotica),159,GO:0005743; GO:0008236,Chordata
A0A671UW04,A0A671UW04_SPAAU,Transcription elongation factor; mitochondrial,tefm,Sparus aurata (Gilthead sea bream),373,GO:0006392; GO:0042645,Chordata
A0A671UXS1,A0A671UXS1_SPAAU,Natural resistance-associated macrophage protein 2-like,LOC115584754,Sparus aurata (Gilthead sea bream),589,GO:0016021; GO:0046873; GO:0055072,Chordata
A0A671VZI3,A0A671VZI3_SPAAU,Zinc metalloproteinase-disintegrin-like crotastatin,LOC115582465,Sparus aurata (Gilthead sea bream),785,GO:0004222; GO:0016021,Chordata
A0A671W5Q8,A0A671W5Q8_SPAAU,Aryl hydrocarbon receptor nuclear translocator-like protein 1,ARNTL2,Sparus aurata (Gilthead sea bream),667,GO:0003677; GO:0003700; GO:0005634; GO:0005667; GO:0005737; GO:0046983,Chordata
A0A674P601,A0A674P601_TAKRU,Actin; cytoplasmic 2 Actin; cytoplasmic 2; N-terminally processed,,Takifugu rubripes (Japanese pufferfish) (Fugu rubripes),207,,Chordata
A0A671X369,A0A671X369_SPAAU,LanC like 2,lancl2,Sparus aurata (Gilthead sea bream),431,GO:0005975,Chordata
A0A671ULW3,A0A671ULW3_SPAAU,Katanin p80 WD40 repeat-containing subunit B1 (Katanin p80 subunit B1) (p80 katanin),katnb1 KATNB1,Sparus aurata (Gilthead sea bream),699,GO:0000922; GO:0005737; GO:0005813; GO:0005874; GO:0007049; GO:0008017; GO:0008352; GO:0051013; GO:0051301,Chordata
A0A671UQM2,A0A671UQM2_SPAAU,Katanin p80 WD40 repeat-containing subunit B1 (Katanin p80 subunit B1) (p80 katanin),katnb1 KATNB1,Sparus aurata (Gilthead sea bream),657,GO:0000922; GO:0005737; GO:0005813; GO:0005874; GO:0007049; GO:0008017; GO:0008352; GO:0051013; GO:0051301,Chordata
A0A671VB02,A0A671VB02_SPAAU,Ferredoxin-fold anticodon binding domain containing 1,,Sparus aurata (Gilthead sea bream),716,,Chordata
A0A671UZN7,A0A671UZN7_SPAAU,Zinc finger protein 618-like,LOC115592477,Sparus aurata (Gilthead sea bream),961,,Chordata
A0A671TNR1,A0A671TNR1_SPAAU,Integrin; alpha 11b,,Sparus aurata (Gilthead sea bream),1039,GO:0007155; GO:0007229; GO:0008305; GO:0046872,Chordata
A0A671XDW8,A0A671XDW8_SPAAU,Golgi associated; gamma adaptin ear containing; ARF binding protein 3,gga3,Sparus aurata (Gilthead sea bream),701,GO:0005802; GO:0006886; GO:0016192; GO:0031267; GO:0031901,Chordata
A0A671TQV5,A0A671TQV5_SPAAU,Pseudouridine synthase 1,pus1,Sparus aurata (Gilthead sea bream),421,GO:0003723; GO:0009982; GO:0031119,Chordata
A0A671U0J5,A0A671U0J5_SPAAU,Ribosomal protein S6 kinase like 1,rps6kl1,Sparus aurata (Gilthead sea bream),768,GO:0004672; GO:0005524,Chordata
A0A671UAU2,A0A671UAU2_SPAAU,Programmed cell death 11,pdcd11,Sparus aurata (Gilthead sea bream),1811,GO:0003676; GO:0005730; GO:0006364; GO:0006397,Chordata
A0A671UJD7,A0A671UJD7_SPAAU,Protein tyrosine phosphatase non-receptor type 3,ptpn3,Sparus aurata (Gilthead sea bream),877,GO:0004725; GO:0005737; GO:0005856,Chordata
A0A671WT91,A0A671WT91_SPAAU,Stathmin,,Sparus aurata (Gilthead sea bream),197,GO:0031110,Chordata
A0A671UZF3,A0A671UZF3_SPAAU,OXA1L mitochondrial inner membrane protein,oxa1l,Sparus aurata (Gilthead sea bream),495,GO:0016021; GO:0032977,Chordata
A0A671V0G1,A0A671V0G1_SPAAU,OXA1L mitochondrial inner membrane protein,oxa1l,Sparus aurata (Gilthead sea bream),408,GO:0016021; GO:0032977,Chordata
A0A671YJ77,A0A671YJ77_SPAAU,Zinc finger protein 511,znf511,Sparus aurata (Gilthead sea bream),309,,Chordata
A0A671YJT4,A0A671YJT4_SPAAU,Zinc finger protein 511,znf511,Sparus aurata (Gilthead sea bream),322,,Chordata
A0A671U321,A0A671U321_SPAAU,DnaJ homolog subfamily C member 16,,Sparus aurata (Gilthead sea bream),801,GO:0016021,Chordata
A0A671YXM2,A0A671YXM2_SPAAU,Protein kinase cAMP-dependent type II regulatory subunit alpha,prkar2a,Sparus aurata (Gilthead sea bream),391,GO:0005886; GO:0005952; GO:0008603; GO:0030552,Chordata
A0A671YQH4,A0A671YQH4_SPAAU,Phenazine biosynthesis like protein domain containing,pbld,Sparus aurata (Gilthead sea bream),325,GO:0003824; GO:0009058,Chordata
A0A671UU74,A0A671UU74_SPAAU,Chromosome 3 C1orf43 homolog,c3h1orf43,Sparus aurata (Gilthead sea bream),253,GO:0005739; GO:0005794; GO:0016021,Chordata
A0A671VHD9,A0A671VHD9_SPAAU,NADH:ubiquinone oxidoreductase complex assembly factor 6,ndufaf6,Sparus aurata (Gilthead sea bream),323,,Chordata
A0A671XXM5,A0A671XXM5_SPAAU,Nischarin,nisch,Sparus aurata (Gilthead sea bream),1520,GO:0005178; GO:0035091,Chordata
A0A671XQI0,A0A671XQI0_SPAAU,MAGI family member; X-linked a,,Sparus aurata (Gilthead sea bream),1050,GO:0016020; GO:0030054,Chordata
A0A671UCV7,A0A671UCV7_SPAAU,Uncharacterized LOC115584337,LOC115584337,Sparus aurata (Gilthead sea bream),413,GO:0016021,Chordata
V2RDV4,V2RDV4_ECOLX,Deleted.,,,,,
A0A671XTE6,A0A671XTE6_SPAAU,Complement C3-like,LOC115582832,Sparus aurata (Gilthead sea bream),1624,GO:0004866; GO:0005615; GO:0006956,Chordata
A0A671Y0V7,A0A671Y0V7_SPAAU,NTR domain-containing protein,,Sparus aurata (Gilthead sea bream),1531,GO:0004866; GO:0005615; GO:0006956,Chordata
E9TH03,E9TH03_ECOLX,Uncharacterized protein,HMPREF9542_03081,Escherichia coli MS 117-3,163,,Proteobacteria
A0A3B4Y6I5,A0A3B4Y6I5_SERLL,Ubiquitin associated protein 2 like,,Seriola lalandi dorsalis,1200,,Chordata
A0A3B5B6J1,A0A3B5B6J1_9TELE,Ubiquitin associated protein 2 like,,Stegastes partitus (bicolor damselfish),1172,,Chordata
A0A3Q1F843,A0A3Q1F843_9TELE,Ubiquitin associated protein 2 like,,Acanthochromis polyacanthus (spiny chromis),1156,,Chordata
A0A3B4XLI8,A0A3B4XLI8_SERLL,Ubiquitin associated protein 2 like,,Seriola lalandi dorsalis,1173,,Chordata
A0A3B5BFE1,A0A3B5BFE1_9TELE,Ubiquitin associated protein 2 like,,Stegastes partitus (bicolor damselfish),1214,,Chordata
A0A671UD85,A0A671UD85_SPAAU,Neuroendocrine convertase 1 (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1),pcsk1,Sparus aurata (Gilthead sea bream),775,GO:0004252; GO:0030133,Chordata
A0A671XHQ1,A0A671XHQ1_SPAAU,Sodium/potassium-transporting ATPase subunit beta,atp1b3,Sparus aurata (Gilthead sea bream),279,GO:0005890; GO:0006813; GO:0006814,Chordata
A0A6A5ET04,A0A6A5ET04_PERFL,F-box domain-containing protein,PFLUV_G00158750,Perca fluviatilis (European perch),571,,Chordata
A0A671YLE6,A0A671YLE6_SPAAU,Peroxisomal trans-2-enoyl-CoA reductase,pecr,Sparus aurata (Gilthead sea bream),298,GO:0016491,Chordata
A0A671YW26,A0A671YW26_SPAAU,Chitobiase,ctbs,Sparus aurata (Gilthead sea bream),360,GO:0004553; GO:0005975; GO:0008061,Chordata
A0A671XJD6,A0A671XJD6_SPAAU,Cordon-bleu WH2 repeat protein like 1,COBLL1,Sparus aurata (Gilthead sea bream),1053,GO:0003785; GO:0007165,Chordata
A0A671YS13,A0A671YS13_SPAAU,Integrator complex subunit 8,ints8,Sparus aurata (Gilthead sea bream),1026,GO:0005634; GO:0034472,Chordata
A0A6G0HLW2,A0A6G0HLW2_LARCR,CCAAT/enhancer-binding protein epsilon,D5F01_LYC22157,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),201,GO:0003700,Chordata
A0A671UCZ9,A0A671UCZ9_SPAAU,Formin homology 2 domain containing 3,FHOD3,Sparus aurata (Gilthead sea bream),1550,,Chordata
A0A671UE13,A0A671UE13_SPAAU,Formin homology 2 domain containing 3,FHOD3,Sparus aurata (Gilthead sea bream),1528,GO:0051492,Chordata
A0A6G0IUH6,A0A6G0IUH6_LARCR,Breast cancer-overexpressed gene 1 protein,D5F01_LYC06101,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),2234,,Chordata
A0A3B4YMZ2,A0A3B4YMZ2_SERLL,Tenascin-like,,Seriola lalandi dorsalis,403,,Chordata
A0A671YKV8,A0A671YKV8_SPAAU,Calcium channel; voltage-dependent; R type; alpha 1E subunit a,,Sparus aurata (Gilthead sea bream),1607,GO:0005245; GO:0005891; GO:0034765; GO:0046872,Chordata
A0A0F8AW66,A0A0F8AW66_LARCR,Putative voltage-dependent R-type calcium channel subunit alpha-1E,EH28_11924,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),2133,GO:0005245; GO:0005891; GO:0034765; GO:0046872,Chordata
A0A671WPH6,A0A671WPH6_SPAAU,Splicing regulatory glutamine/lysine-rich protein 1,,Sparus aurata (Gilthead sea bream),381,GO:0003723; GO:0008380,Chordata
A0A671WWL2,A0A671WWL2_SPAAU,Carboxypeptidase X (M14 family); member 1a,,Sparus aurata (Gilthead sea bream),815,GO:0004181; GO:0005576; GO:0008270,Chordata
A0A671XDJ7,A0A671XDJ7_SPAAU,Serine/threonine-protein kinase receptor (EC 2.7.11.30),tgfbr2,Sparus aurata (Gilthead sea bream),542,GO:0005026; GO:0005524; GO:0005886; GO:0006915; GO:0016021; GO:0040008; GO:0043235; GO:0045121; GO:0046872,Chordata
A0A671VV53,A0A671VV53_SPAAU,WD_REPEATS_REGION domain-containing protein,,Sparus aurata (Gilthead sea bream),1450,GO:0003723,Chordata
A0A671VQR3,A0A671VQR3_SPAAU,Uncharacterized protein,,Sparus aurata (Gilthead sea bream),177,,Chordata
A0A671UWS4,A0A671UWS4_SPAAU,Ig-like domain-containing protein,,Sparus aurata (Gilthead sea bream),308,,Chordata
A0A671UM77,A0A671UM77_SPAAU,Cerebellin 18,,Sparus aurata (Gilthead sea bream),278,,Chordata
A0A3B4TPB5,A0A3B4TPB5_SERDU,Phosphoglycolate phosphatase,,Seriola dumerili (Greater amberjack) (Caranx dumerili),306,GO:0016791,Chordata
A0A3Q0SFD2,A0A3Q0SFD2_AMPCI,Plexin b1a,,Amphilophus citrinellus (Midas cichlid) (Cichlasoma citrinellum),2173,GO:0005886; GO:0016021; GO:0017154; GO:0048675,Chordata
A0A3Q1BV81,A0A3Q1BV81_AMPOC,Plexin-B1-like,,Amphiprion ocellaris (Clown anemonefish),1920,GO:0005886; GO:0016021; GO:0017154,Chordata
A0A671YXR4,A0A671YXR4_SPAAU,Serine palmitoyltransferase long chain base subunit 3,sptlc3,Sparus aurata (Gilthead sea bream),549,GO:0009058; GO:0016021; GO:0016740; GO:0030170,Chordata
A0A3B4Y9K7,A0A3B4Y9K7_SERLL,Laminin subunit alpha 3,LAMA3,Seriola lalandi dorsalis,3415,GO:0005102; GO:0005604; GO:0007155; GO:0016020; GO:0030155; GO:0030334; GO:0045995,Chordata
A0A3B5BC69,A0A3B5BC69_9TELE,Si:ch211-241e1.3,,Stegastes partitus (bicolor damselfish),1772,GO:0005102; GO:0007155; GO:0030155; GO:0030334; GO:0045995,Chordata
A0A6A5DPJ8,A0A6A5DPJ8_PERFL,Uncharacterized protein (Fragment),PFLUV_G00259210,Perca fluviatilis (European perch),1124,GO:0001518; GO:0005248,Chordata
F1L485,F1L485_ASCSU,Deoxyhypusine hydroxylase (DOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase),,Ascaris suum (Pig roundworm) (Ascaris lumbricoides),306,GO:0008612; GO:0019135; GO:0046872,Nematoda (roundworms)
A0A671X582,A0A671X582_SPAAU,Tuftelin 1,tuft1,Sparus aurata (Gilthead sea bream),385,,Chordata
A0A674B4B9,A0A674B4B9_SALTR,Protein EFR3 homolog B,LOC115187073,Salmo trutta (Brown trout),881,,Chordata
A0A6P7I607,A0A6P7I607_9TELE,pituitary adenylate cyclase-activating polypeptide type I receptor-like isoform X1,LOC114434834,Parambassis ranga (Indian glassy fish),508,GO:0004999; GO:0005886; GO:0007166; GO:0016021,Chordata
A0A671VM66,A0A671VM66_SPAAU,ADCYAP receptor type I,adcyap1r1,Sparus aurata (Gilthead sea bream),472,GO:0004999; GO:0005886; GO:0007166; GO:0016021,Chordata
Q5K4T7,Q5K4T7_SPAAU,ADCYAP receptor type I (Pituitary adenylate cyclase activating polypeptide receptor 1A),pacap1A adcyap1r1,Sparus aurata (Gilthead sea bream),444,GO:0004999; GO:0005886; GO:0007166; GO:0016021,Chordata
A0A671V149,A0A671V149_SPAAU,Chloride channel protein,LOC115590174,Sparus aurata (Gilthead sea bream),794,GO:0005247; GO:0006821; GO:0016021,Chordata
A0A671UXX5,A0A671UXX5_SPAAU,Chloride channel protein,LOC115590174,Sparus aurata (Gilthead sea bream),823,GO:0005247; GO:0006821; GO:0016021,Chordata
A0A671YTV7,A0A671YTV7_SPAAU,BTB/POZ domain-containing protein 17-like,LOC115575409,Sparus aurata (Gilthead sea bream),482,,Chordata
A0A671YML3,A0A671YML3_SPAAU,Zinc finger AN1-type containing 4,zfand4,Sparus aurata (Gilthead sea bream),734,GO:0008270,Chordata
A0A671TZW5,A0A671TZW5_SPAAU,Gamma-glutamylcyclotransferase (EC 4.3.2.9),LOC115567477,Sparus aurata (Gilthead sea bream),230,GO:0003839,Chordata
A0A671XT10,A0A671XT10_SPAAU,Golgi associated kinase 1A,gask1a,Sparus aurata (Gilthead sea bream),660,GO:0005794; GO:0016021,Chordata
A0A6A4RV29,A0A6A4RV29_SCOMX,Chitin synthase (EC 2.4.1.16),F2P81_022969,Scophthalmus maximus (Turbot) (Psetta maxima),1604,GO:0004100; GO:0016021; GO:0046873,Chordata
A0A3S2UEV8,A0A3S2UEV8_ORYJA,Uncharacterized protein,OJAV_G00077950,Oryzias javanicus (Javanese ricefish) (Aplocheilus javanicus),203,GO:0005509,Chordata
A0A3Q3W4R0,A0A3Q3W4R0_MOLML,Collagen; type V; alpha 2a,,Mola mola (Ocean sunfish) (Tetraodon mola),1379,GO:0005201; GO:0016021; GO:0046872,Chordata
A0A671YCV4,A0A671YCV4_SPAAU,Transforming growth factor beta receptor type 3-like,LOC115574845,Sparus aurata (Gilthead sea bream),859,GO:0016021,Chordata
A0A671WSR3,A0A671WSR3_SPAAU,Y+L amino acid transporter 2-like,LOC115571948,Sparus aurata (Gilthead sea bream),532,GO:0016021; GO:0022857,Chordata
A0A6P7HKL9,A0A6P7HKL9_9TELE,cyclic AMP receptor-like protein A,LOC114426123,Parambassis ranga (Indian glassy fish),349,GO:0004888; GO:0007166; GO:0016021,Chordata
A0A6J2RWN1,A0A6J2RWN1_COTGO,cyclic AMP receptor-like protein A,LOC115026591,Cottoperca gobio (Frogmouth) (Aphritis gobio),349,GO:0004888; GO:0007166; GO:0016021,Chordata
A0A671VRW4,A0A671VRW4_SPAAU,Dual oxidase maturation factor 2-like,LOC115587063,Sparus aurata (Gilthead sea bream),321,GO:0005789; GO:0015031; GO:0016021,Chordata
A0A6G0III5,A0A6G0III5_LARCR,Sentrin-specific protease 5,D5F01_LYC10779,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),508,GO:0005730; GO:0016926; GO:0019783,Chordata
A0A671W2N7,A0A671W2N7_SPAAU,Myotubularin related protein 11,mtmr11,Sparus aurata (Gilthead sea bream),832,,Chordata
A0A671YSM3,A0A671YSM3_SPAAU,Proteasome activator subunit 4b,,Sparus aurata (Gilthead sea bream),320,GO:0006281; GO:0016504; GO:0070577; GO:0070628,Chordata
E6ZHP1,E6ZHP1_DICLA,Proteasome activator complex subunit 4,PSME4 DLA_Ib04170,Dicentrarchus labrax (European seabass) (Morone labrax),1805,GO:0000502; GO:0006281; GO:0016504; GO:0070577; GO:0070628,Chordata
A0A671YXM7,A0A671YXM7_SPAAU,Glucokinase regulator,gckr,Sparus aurata (Gilthead sea bream),581,GO:0005975; GO:0097367; GO:1901135,Chordata
H3DPY8,H3DPY8_TETNG,Uncharacterized protein,,Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis),18947,GO:0004672; GO:0005524; GO:0005886; GO:0016021,Chordata
A0A671VCF1,A0A671VCF1_SPAAU,ATP-dependent DNA helicase (EC 3.6.4.12),recql,Sparus aurata (Gilthead sea bream),851,GO:0003676; GO:0003678; GO:0005524; GO:0005634; GO:0006310; GO:0016787,Chordata
A0A671WT33,A0A671WT33_SPAAU,Aldose 1-epimerase (EC 5.1.3.3),galm,Sparus aurata (Gilthead sea bream),326,GO:0004034; GO:0019318; GO:0030246,Chordata
A0A671XIG4,A0A671XIG4_SPAAU,Actin filament associated protein 1,afap1,Sparus aurata (Gilthead sea bream),733,GO:0009966; GO:0051493,Chordata
A0A671TFI7,A0A671TFI7_SPAAU,ETS domain-containing protein Elk-1-like,LOC115585664,Sparus aurata (Gilthead sea bream),582,GO:0003700; GO:0005634; GO:0043565,Chordata
A0A671XH07,A0A671XH07_SPAAU,Thymus; brain and testes associated,tbata,Sparus aurata (Gilthead sea bream),323,,Chordata
A0A671UUX8,A0A671UUX8_SPAAU,Integrin; alpha V,,Sparus aurata (Gilthead sea bream),1209,GO:0007155; GO:0007229; GO:0008305,Chordata
A0A671XPJ5,A0A671XPJ5_SPAAU,Abhydrolase domain containing 15,abhd15,Sparus aurata (Gilthead sea bream),505,,Chordata
A0A671WF35,A0A671WF35_SPAAU,RIPOR family member 3-like,LOC115583554,Sparus aurata (Gilthead sea bream),1016,,Chordata
A0A671X527,A0A671X527_SPAAU,Protein SOGA3-like,LOC115566767,Sparus aurata (Gilthead sea bream),1129,,Chordata
A0A4U5V3G6,A0A4U5V3G6_COLLU,Microtubule cross-linking factor 1,D9C73_015877,Collichthys lucidus (Big head croaker) (Sciaena lucida),1189,,Chordata
A0A671X4K7,A0A671X4K7_SPAAU,Protein SOGA3-like,LOC115574145,Sparus aurata (Gilthead sea bream),884,GO:0005615; GO:0010506; GO:0016021,Chordata
A0A671U259,A0A671U259_SPAAU,Zinc finger and BTB domain containing 48,zbtb48,Sparus aurata (Gilthead sea bream),778,,Chordata
A0A789L536,A0A789L536_ECOLX,Acyl-CoA synthetase FdrA,HIO03_004230,Escherichia coli,555,GO:0003824,Proteobacteria
A0A5K1S375,A0A5K1S375_ECOLX,Uncharacterized protein,DEO04_04175,Escherichia coli,515,GO:0003824,Proteobacteria
S1IIL7,S1IIL7_ECOLX,Uncharacterized protein,A1WS_00810,Escherichia coli KTE107,472,,Proteobacteria
A0A671X7G5,A0A671X7G5_SPAAU,F-box protein 41,fbxo41,Sparus aurata (Gilthead sea bream),835,,Chordata
A0A671X0B7,A0A671X0B7_SPAAU,RNA polymerase III subunit E,polr3e,Sparus aurata (Gilthead sea bream),691,GO:0005634; GO:0006351,Chordata
A0A6I9P8E2,A0A6I9P8E2_9TELE,Protein-tyrosine-phosphatase (EC 3.1.3.48),ptprq,Notothenia coriiceps (black rockcod),2927,GO:0004725; GO:0016021,Chordata
A0A7I6H5S4,A0A7I6H5S4_ECOHS,Putative sugar ABC transporter; permease protein,EcHS_A1426,Escherichia coli O9:H4 (strain HS),293,,Proteobacteria
A0A671X3Z6,A0A671X3Z6_SPAAU,Rho GTPase-activating protein 12-like,LOC115573374,Sparus aurata (Gilthead sea bream),798,GO:0005096; GO:0007165; GO:0043547,Chordata
A0A3P8RYK2,A0A3P8RYK2_AMPPE,Rho GTPase activating protein 12,,Amphiprion percula (Orange clownfish) (Lutjanus percula),819,GO:0005096; GO:0007165; GO:0043547,Chordata
A0A671X4A1,A0A671X4A1_SPAAU,Rho GTPase-activating protein 12-like,LOC115573374,Sparus aurata (Gilthead sea bream),887,GO:0005096; GO:0007165; GO:0043547,Chordata
