Entry,Entry name,Protein names,Gene names,Organism,Length,Gene ontology IDs,Taxonomic lineage (PHYLUM)
Q8XE35,A2MGH_ECO57,Alpha-2-macroglobulin homolog,yfaS Z3481 ECs3111,Escherichia coli O157:H7,1534,GO:0004866,Proteobacteria
P0ABI1,CLPA_ECO57,ATP-dependent Clp protease ATP-binding subunit ClpA,clpA Z1119 ECs0968,Escherichia coli O157:H7,758,GO:0005524; GO:0016887; GO:0043335,Proteobacteria
P0ACT3,ENVR_ECO57,Probable acrEF/envCD operon repressor,envR Z4624 ECs4136,Escherichia coli O157:H7,220,GO:0003677,Proteobacteria
Q8XBY1,CUSA_ECO57,Cation efflux system protein CusA,cusA Z0714 ECs0613,Escherichia coli O157:H7,1045,GO:0005886; GO:0006825; GO:0008324; GO:0016021,Proteobacteria
Q8X4S5,GUTQ_ECO57,Arabinose 5-phosphate isomerase GutQ (API) (G-API) (EC 5.3.1.13) (Phosphosugar aldol-ketol isomerase),gutQ Z4015 ECs3564,Escherichia coli O157:H7,321,GO:0005524; GO:0019146; GO:0019294; GO:0046872,Proteobacteria
P65254,LLDP_ECO57,L-lactate permease,lldP lctP Z5030 ECs4481,Escherichia coli O157:H7,551,GO:0005887; GO:0015129,Proteobacteria
P0ACQ6,OXYR_ECO57,Hydrogen peroxide-inducible genes activator (Morphology and auto-aggregation control protein),oxyR Z5519 ECs4890,Escherichia coli O157:H7,305,GO:0003677; GO:0003700,Proteobacteria
P0AC97,GNTU_ECO57,Low-affinity gluconate transporter (Gluconate permease) (Gnt-I system),gntU Z4804 ECs4285,Escherichia coli O157:H7,446,GO:0005886; GO:0008643; GO:0015128; GO:0016021; GO:0019521,Proteobacteria
P0AD67,MRDA_ECO57,Peptidoglycan D;D-transpeptidase MrdA (EC 3.4.16.4) (Penicillin-binding protein 2) (PBP-2),mrdA pbpA Z0781 ECs0673,Escherichia coli O157:H7,633,GO:0005887; GO:0008360; GO:0008658; GO:0009002; GO:0009252; GO:0071555,Proteobacteria
Q8XCX2,NUOG_ECO57,NADH-quinone oxidoreductase subunit G (EC 7.1.1.-) (NADH dehydrogenase I subunit G) (NDH-1 subunit G) (NUO7),nuoG Z3542 ECs3167,Escherichia coli O157:H7,908,GO:0008137; GO:0016020; GO:0042773; GO:0043546; GO:0046872; GO:0048038; GO:0051537; GO:0051539,Proteobacteria
P0AES3,GUDD_ECO57,Glucarate dehydratase (GDH) (GlucD) (EC 4.2.1.40),gudD Z4102 ECs3647,Escherichia coli O157:H7,446,GO:0000287; GO:0008872; GO:0042838,Proteobacteria
P0ACB6,HEMG_ECO57,Protoporphyrinogen IX dehydrogenase [quinone] (EC 1.3.5.3) (Protoporphyrinogen IX dehydrogenase [menaquinone]) (Protoporphyrinogen IX dehydrogenase [ubiquinone]) (Protoporphyrinogen oxidase) (PPO),hemG Z5372 ECs4778,Escherichia coli O157:H7,181,GO:0004729; GO:0005886; GO:0006782; GO:0009055; GO:0010181; GO:0070819,Proteobacteria
P0AC95,GNTP_ECO57,High-affinity gluconate transporter (Gluconate permease 3) (Gnt-III system),gntP Z5919 ECs5280,Escherichia coli O157:H7,447,GO:0005886; GO:0008643; GO:0015128; GO:0016021; GO:0046177,Proteobacteria
Q8XDJ5,ULAA_ECO57,Ascorbate-specific PTS system EIIC component (Ascorbate-specific permease IIC component UlaA),ulaA Z5802 ECs5169,Escherichia coli O157:H7,465,GO:0005886; GO:0009401; GO:0016021,Proteobacteria
Q8XDI5,ULAE_ECO57,L-ribulose-5-phosphate 3-epimerase UlaE (EC 5.1.3.22) (L-ascorbate utilization protein E) (L-xylulose-5-phosphate 3-epimerase),ulaE Z5806 ECs5173,Escherichia coli O157:H7,284,GO:0016861; GO:0019854; GO:0034015,Proteobacteria
P0ADE5,TAMA_ECO57,Translocation and assembly module subunit TamA (Autotransporter assembly factor TamA),tamA Z5831 ECs5198,Escherichia coli O157:H7,577,GO:0009279; GO:0016021,Proteobacteria
Q8X7R5,YNCI_ECO57,Putative transposase YncI,yncI Z0275 ECs0245,Escherichia coli O157:H7,390,GO:0003677; GO:0004803; GO:0006313,Proteobacteria
P0ACR6,YEIE_ECO57,Uncharacterized HTH-type transcriptional regulator YeiE,yeiE Z3414 ECs3049,Escherichia coli O157:H7,293,GO:0003677; GO:0003700,Proteobacteria
P0AG81,UGPB_ECO57,sn-glycerol-3-phosphate-binding periplasmic protein UgpB,ugpB Z4822 ECs4299,Escherichia coli O157:H7,438,GO:0042597; GO:0055085,Proteobacteria
P64549,YFIR_ECO57,Protein YfiR,yfiR Z3897 ECs3466,Escherichia coli O157:H7,172,GO:0042597,Proteobacteria
P0AGM8,URAA_ECO57,Uracil permease (Uracil transporter),uraA Z3760 ECs3359,Escherichia coli O157:H7,429,GO:0005886; GO:0016021; GO:0022857,Proteobacteria
P0AFE9,NUOM_ECO57,NADH-quinone oxidoreductase subunit M (EC 7.1.1.-) (NADH dehydrogenase I subunit M) (NDH-1 subunit M) (NUO13),nuoM Z3536 ECs3161,Escherichia coli O157:H7,509,GO:0005886; GO:0008137; GO:0016021; GO:0042773; GO:0048038,Proteobacteria
P0AA48,PLAP_ECO57,Low-affinity putrescine importer PlaP,plaP Z3176 ECs2816,Escherichia coli O157:H7,452,GO:0005886; GO:0006865; GO:0016021; GO:0022857,Proteobacteria
P0AGJ6,YFIF_ECO57,Uncharacterized tRNA/rRNA methyltransferase YfiF (EC 2.1.1.-),yfiF Z3865 ECs3447,Escherichia coli O157:H7,345,GO:0003723; GO:0006396; GO:0008173,Proteobacteria
P0A9V0,YDIO_ECO57,Probable acyl-CoA dehydrogenase YdiO (EC 1.3.-.-),ydiO Z2723 ECs2402,Escherichia coli O157:H7,383,GO:0003995; GO:0050660,Proteobacteria
Q8X8C1,YIIE_ECO57,Uncharacterized protein YiiE,yiiE Z5431 ECs4815,Escherichia coli O157:H7,72,GO:0006355,Proteobacteria
P0ADK7,YIBA_ECO57,Protein YibA,yibA Z5015,Escherichia coli O157:H7,280,,Proteobacteria
P0AAY0,YBIS_ECO57,Probable L;D-transpeptidase YbiS (EC 2.-.-.-),ybiS Z1041 ECs0896,Escherichia coli O157:H7,306,GO:0008360; GO:0009252; GO:0016757; GO:0016787; GO:0042597; GO:0071555,Proteobacteria
P0AD04,YEBS_ECO57,Intermembrane transport protein YebS,yebS Z2880 ECs2543,Escherichia coli O157:H7,427,GO:0005886; GO:0016021,Proteobacteria
A7ZMC4,PURR_ECO24,HTH-type transcriptional repressor PurR (Pur regulon repressor) (Purine nucleotide synthesis repressor),purR EcE24377A_1873,Escherichia coli O139:H28 (strain E24377A / ETEC),341,GO:0003677; GO:0006164; GO:0045892,Proteobacteria
A7ZPW9,HSCA_ECO24,Chaperone protein HscA (Hsc66),hscA EcE24377A_2810,Escherichia coli O139:H28 (strain E24377A / ETEC),616,GO:0005524; GO:0006457; GO:0016226; GO:0016887; GO:0051082,Proteobacteria
C8UMM8,RUTA_ECO1A,Pyrimidine monooxygenase RutA (EC 1.14.99.46),rutA ECO111_1201,Escherichia coli O111:H- (strain 11128 / EHEC),363,GO:0004497; GO:0006212; GO:0016705; GO:0019740; GO:0052614,Proteobacteria
P55253,RMLA3_ECOLX,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase) (dTDP-glucose synthase),rmlA rfbA,Escherichia coli,293,GO:0000287; GO:0008879; GO:0009243; GO:0019305; GO:0045226,Proteobacteria
P23070,RT86_ECOLX,RNA-directed DNA polymerase from retron EC86 (EC 2.7.7.49) (EC86-RT) (Reverse transcriptase),,Escherichia coli,320,GO:0003723; GO:0003964,Proteobacteria
P55293,RMLB1_ECOLX,dTDP-glucose 4;6-dehydratase (EC 4.2.1.46),rfbB,Escherichia coli,361,GO:0008460; GO:0009103; GO:0009243; GO:0019305; GO:0045226,Proteobacteria
P02980,TCR2_ECOLX,Tetracycline resistance protein; class B (TetA(B)) (Metal-tetracycline/H(+) antiporter),tetA,Escherichia coli,401,GO:0005886; GO:0015297; GO:0016021; GO:0046677,Proteobacteria
P0DMC6,RCSC_ECOLX,Sensor histidine kinase RcsC (EC 2.7.13.3),rcsC,Escherichia coli,949,GO:0000155; GO:0005524; GO:0005887; GO:0006355; GO:0046777,Proteobacteria
Q8VNN2,BGAL_ECOLX,Beta-galactosidase (Beta-gal) (EC 3.2.1.23) (Lactase),lacZ,Escherichia coli,1029,GO:0000287; GO:0004565; GO:0005975; GO:0009341; GO:0030246,Proteobacteria
P0DM86,CRFC_ECOLX,Clamp-binding protein CrfC (Clamp-binding sister replication fork colocalization protein),crfC yjdA,Escherichia coli,742,GO:0005525; GO:0005737; GO:0006260; GO:0007059,Proteobacteria
Q9KIP9,AGAS_ECOLX,D-galactosamine-6-phosphate deaminase AgaS (EC 3.5.99.-) (Gam-6-P deaminase/isomerase),agaS,Escherichia coli,384,GO:0005975; GO:0016787; GO:0016853; GO:0097367; GO:1901135,Proteobacteria
P00551,KKA1_ECOLX,Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95) (APH(3')-I) (APH(3')I) (Kanamycin kinase; type I) (Neomycin-kanamycin phosphotransferase type I),aphA1 nptI,Escherichia coli,271,GO:0005524; GO:0008910; GO:0046677,Proteobacteria
P28815,TETC_ECOLX,Transposon Tn10 TetC protein (ORFL),tetC,Escherichia coli,197,GO:0003677,Proteobacteria
Q9XCW3,VIOB_ECOLX,dTDP-4-amino-4;6-dideoxy-D-glucose acyltransferase (EC 2.3.1.209),vioB,Escherichia coli,192,GO:0009103; GO:0016746,Proteobacteria
P51026,YI2A_ECOLX,Insertion element IS2A uncharacterized 48.2 kDa protein,,Escherichia coli,424,GO:0003677; GO:0004803; GO:0006313; GO:0015074,Proteobacteria
P21314,YR75_ECOLX,Putative uncharacterized protein ORF5 in retron EC67,,Escherichia coli,326,,Proteobacteria
P37741,MANC7_ECOLX,Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) (GDP-mannose pyrophosphorylase) (GMP) (GMPP),manC rfbM,Escherichia coli,464,GO:0004475; GO:0005525; GO:0009243; GO:0009298,Proteobacteria
Q9XCW4,VIOA_ECOLX,dTDP-4-amino-4;6-dideoxy-D-glucose transaminase (EC 2.6.1.33),vioA,Escherichia coli,371,GO:0009103; GO:0019179,Proteobacteria
P06694,TNP2_ECOLX,Transposase for transposon Tn21,tnpA,Escherichia coli,988,GO:0003677; GO:0004803; GO:0006313,Proteobacteria
Q28381,HPLN1_HORSE,Hyaluronan and proteoglycan link protein 1 (Cartilage-linking protein 1) (Cartilage-link protein) (Proteoglycan link protein),HAPLN1 CTRL1,Equus caballus (Horse),354,GO:0001501; GO:0005540; GO:0005576; GO:0007155; GO:0007417; GO:0031012; GO:0045202,Chordata
A8BQB4,GDE_HORSE,Glycogen debranching enzyme (Glycogen debrancher) [Includes: 4-alpha-glucanotransferase (EC 2.4.1.25) (Oligo-1;4-1;4-glucantransferase); Amylo-alpha-1;6-glucosidase (Amylo-1;6-glucosidase) (EC 3.2.1.33) (Dextrin 6-alpha-D-glucosidase)],AGL,Equus caballus (Horse),1533,GO:0004134; GO:0004135; GO:0005737; GO:0005978; GO:0005980; GO:0102500,Chordata
Q9XT26,CCNT1_HORSE,Cyclin-T1 (CycT1) (Cyclin-T),CCNT1,Equus caballus (Horse),727,GO:0005634; GO:0006351; GO:0006357; GO:0007049; GO:0008024; GO:0016032; GO:0016538; GO:0032786; GO:0051301; GO:0061575; GO:0097322,Chordata
Q90X99,LYG_EPICO,Lysozyme g (EC 3.2.1.17) (1;4-beta-N-acetylmuramidase),,Epinephelus coioides (Orange-spotted grouper) (Epinephelus nebulosus),194,GO:0003796; GO:0009253; GO:0016998; GO:0019835; GO:0042742,Chordata
Q8JJ04,FABPL_EPICO,Fatty acid-binding protein; liver-type (Fatty acid-binding protein 1) (Liver-type fatty acid-binding protein) (L-FABP),fabp1,Epinephelus coioides (Orange-spotted grouper) (Epinephelus nebulosus),127,GO:0005504; GO:0005737,Chordata
Q5I3Q2,GDF8_EPICO,Growth/differentiation factor 8 (Myostatin) (MSTN),gdf-8,Epinephelus coioides (Orange-spotted grouper) (Epinephelus nebulosus),376,GO:0005125; GO:0005576; GO:0005615; GO:0007179; GO:0008083; GO:0042803; GO:0048632,Chordata
Q9VXX8,RL371_DROME,Probable 60S ribosomal protein L37-A,RpL37a CG9091,Drosophila melanogaster (Fruit fly),93,GO:0002181; GO:0003723; GO:0003735; GO:0019843; GO:0022625; GO:0022626; GO:0046872,Arthropoda
Q9VTP4,R10AB_DROME,60S ribosomal protein L10a-2,RpL10Ab CG7283,Drosophila melanogaster (Fruit fly),217,GO:0000470; GO:0002181; GO:0003723; GO:0003735; GO:0022625; GO:0022626,Arthropoda
Q9VLM5,DAD1_DROME,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 (DAD-1) (Oligosaccharyl transferase subunit DAD1) (Defender against apoptotic cell death 1) (Defender against cell death 1),Dad1 l(2)k12914 CG13393,Drosophila melanogaster (Fruit fly),112,GO:0006487; GO:0006915; GO:0008250; GO:0012505; GO:0030176,Arthropoda
Q9W1X8,FCL_DROME,Probable GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3;5-epimerase-4-reductase) (Protein FX),Gmer CG3495,Drosophila melanogaster (Fruit fly),321,GO:0033227; GO:0042350; GO:0042351; GO:0047918; GO:0050577,Arthropoda
Q9VKD3,NFS1_DROME,Cysteine desulfurase; mitochondrial (EC 2.8.1.7),Nfs1 CG12264,Drosophila melanogaster (Fruit fly),462,GO:0005634; GO:0005739; GO:0005829; GO:0016226; GO:0030170; GO:0031071; GO:0044571; GO:0046872; GO:0051536; GO:0070903; GO:1990221,Arthropoda
P22129,RB11B_DIPOM,Ras-related protein Rab-11B (ORA3),,Diplobatis ommata (Ocellated electric ray) (Discopyge ommata),218,GO:0001881; GO:0003924; GO:0005525; GO:0008021; GO:0019003; GO:0030670; GO:0030672; GO:0032402; GO:0032456; GO:0033572; GO:0035773; GO:0044070; GO:0045054; GO:0045055; GO:0045335; GO:0055038; GO:0071468; GO:2000008; GO:2001135,Chordata
P56698,CAC1B_DIPOM,Probable voltage-dependent N-type calcium channel subunit alpha-1B (DOE-4) (Voltage-gated calcium channel subunit alpha Cav2.2),,Diplobatis ommata (Ocellated electric ray) (Discopyge ommata),2326,GO:0005245; GO:0005509; GO:0005891; GO:0034765,Chordata
E6ZIJ1,HOIL1_DICLA,RanBP-type and C3HC4-type zinc finger-containing protein 1 (EC 2.3.2.31) (Heme-oxidized IRP2 ubiquitin ligase 1 homolog) (HOIL-1) (Heme-oxidized IRP2 ubiquitin transferase 1 homolog),rbck1 DLA_XVIII01330,Dicentrarchus labrax (European seabass) (Morone labrax),707,GO:0016740; GO:0043123; GO:0043130; GO:0046872; GO:0048701; GO:0071600; GO:0071797; GO:0097039,Chordata
Q49GP5,P4K2B_DANRE,Phosphatidylinositol 4-kinase type 2-beta (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-beta),pi4k2b zgc:158305,Danio rerio (Zebrafish) (Brachydanio rerio),501,GO:0004430; GO:0005524; GO:0005768; GO:0005802; GO:0005886; GO:0007030; GO:0007032; GO:0033339; GO:0046854,Chordata
Q803A7,SPCS_DANRE,O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase) (SepSecS) (Soluble liver antigen/liver pancreas antigen-like) (UGA suppressor tRNA-associated protein homolog),sepsecs sla/lpl zgc:55980,Danio rerio (Zebrafish) (Brachydanio rerio),490,GO:0000049; GO:0001514; GO:0005737; GO:0016785; GO:0097056,Chordata
Q56A55,MITOS_DANRE,Mitochondrial potassium channel ATP-binding subunit (ATP-binding cassette sub-family B member 8; mitochondrial) (ABCB8) (Mitochondrial sulfonylurea-receptor) (MITOSUR),abcb8 mitosur zgc:113037,Danio rerio (Zebrafish) (Brachydanio rerio),714,GO:0005524; GO:0005739; GO:0005743; GO:0042626; GO:0062157; GO:0071805,Chordata
Q9DDT5,SPT5H_DANRE,Transcription elongation factor SPT5 (DRB sensitivity-inducing factor large subunit) (DSIF large subunit) (Protein foggy),supt5h fog spt5,Danio rerio (Zebrafish) (Brachydanio rerio),1084,GO:0001764; GO:0003677; GO:0003729; GO:0005634; GO:0006357; GO:0006368; GO:0021954; GO:0030097; GO:0032044; GO:0032968; GO:0034244; GO:0040037; GO:0046427; GO:0060335; GO:1901534; GO:1902038,Chordata
Q1LUA6,TRIO_DANRE,Triple functional domain protein (EC 2.7.11.1),trio si:dkey-158b13.2,Danio rerio (Zebrafish) (Brachydanio rerio),3028,GO:0005085; GO:0005524; GO:0005737; GO:0007411; GO:0007417; GO:0106310; GO:0106311,Chordata
O57460,TLL1_DANRE,Dorsal-ventral patterning tolloid-like protein 1 (EC 3.4.24.-) (Mini fin protein),tll1 mfn tld tolloid,Danio rerio (Zebrafish) (Brachydanio rerio),1022,GO:0001568; GO:0001707; GO:0001885; GO:0004222; GO:0005509; GO:0005576; GO:0006508; GO:0008233; GO:0008237; GO:0008270; GO:0009953; GO:0030513; GO:0035124; GO:0035162; GO:0036342; GO:0048264,Chordata
Q568F6,PURA2_DANRE,Adenylosuccinate synthetase isozyme 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (Adenylosuccinate synthetase; acidic isozyme) (Adenylosuccinate synthetase; liver isozyme) (L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2),adss2 adss zgc:110327,Danio rerio (Zebrafish) (Brachydanio rerio),455,GO:0000287; GO:0004019; GO:0005525; GO:0005737; GO:0005739; GO:0044208; GO:0046040,Chordata
Q5EAP5,RFX2_DANRE,DNA-binding protein RFX2 (Regulatory factor X 2),rfx2 zgc:91808,Danio rerio (Zebrafish) (Brachydanio rerio),734,GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0005737; GO:0006357; GO:0007368; GO:0060271; GO:0070121,Chordata
Q90Z10,RL13_DANRE,60S ribosomal protein L13,rpl13,Danio rerio (Zebrafish) (Brachydanio rerio),211,GO:0003723; GO:0003735; GO:0006412; GO:0022625; GO:0051726,Chordata
Q6PC62,SPG21_DANRE,Maspardin (Spastic paraplegia 21 autosomal recessive Mast syndrome protein homolog),spg21,Danio rerio (Zebrafish) (Brachydanio rerio),311,GO:0005829; GO:0030140; GO:0042609,Chordata
Q7ZW47,STAU2_DANRE,Double-stranded RNA-binding protein Staufen homolog 2,stau2 zgc:55287,Danio rerio (Zebrafish) (Brachydanio rerio),606,GO:0003723; GO:0005874; GO:0007281; GO:0008354,Chordata
F1QLY4,RORAA_DANRE,Nuclear receptor ROR-alpha A (Retinoid-related orphan receptor alpha 2) (Retinoid-related orphan receptor-alpha A),roraa rora2,Danio rerio (Zebrafish) (Brachydanio rerio),468,GO:0000978; GO:0004879; GO:0005634; GO:0006357; GO:0007275; GO:0008270; GO:0010468; GO:0010628; GO:0048511,Chordata
Q1LYG0,SPD2A_DANRE,SH3 and PX domain-containing protein 2A,sh3pxd2a si:dkey-82d4.2,Danio rerio (Zebrafish) (Brachydanio rerio),1119,GO:0001755; GO:0002102; GO:0005737; GO:0006801; GO:0016176; GO:0030054; GO:0035091; GO:0042995; GO:0060090; GO:0072593,Chordata
F1Q8R9,POMT2_DANRE,Protein O-mannosyl-transferase 2 (EC 2.4.1.109),pomt2,Danio rerio (Zebrafish) (Brachydanio rerio),756,GO:0004169; GO:0005789; GO:0016021; GO:0035269; GO:0071712,Chordata
Q8UVK2,SPT6H_DANRE,Transcription elongation factor SPT6 (Protein pandora),supt6h pan spt6,Danio rerio (Zebrafish) (Brachydanio rerio),1726,GO:0001756; GO:0003677; GO:0006368; GO:0007507; GO:0008023; GO:0031491; GO:0032968; GO:0034728; GO:0035050; GO:0035327; GO:0042393; GO:0042789; GO:0050684; GO:0061086; GO:0070827; GO:0071599,Chordata
E9QHE3,RN207_DANRE,RING finger protein 207,rnf207b rnf207,Danio rerio (Zebrafish) (Brachydanio rerio),634,GO:0005737; GO:0008270; GO:0030544; GO:0055117; GO:0086019; GO:1901207; GO:1903762; GO:1903954,Chordata
Q4V9P0,SAMC_DANRE,S-adenosylmethionine mitochondrial carrier protein (Mitochondrial S-adenosylmethionine transporter) (Solute carrier family 25 member 26),slc25a26 samc zgc:110080,Danio rerio (Zebrafish) (Brachydanio rerio),267,GO:0000095; GO:0005743; GO:0015805; GO:0016021,Chordata
Q5SNQ7,SRAC1_DANRE,Protein SERAC1 (Serine active site-containing protein 1),serac1,Danio rerio (Zebrafish) (Brachydanio rerio),658,GO:0005739; GO:0005783; GO:0008654; GO:0016021,Chordata
Q68EH8,FAD1_DANRE,FAD synthase (EC 2.7.7.2) (FAD pyrophosphorylase) (FMN adenylyltransferase) (Flavin adenine dinucleotide synthase) [Includes: Molybdenum cofactor biosynthesis protein-like region; FAD synthase region],flad1 zgc:91843,Danio rerio (Zebrafish) (Brachydanio rerio),497,GO:0003919; GO:0005524; GO:0005737; GO:0006747,Chordata
E7F6F9,KLHL3_DANRE,Kelch-like protein 3,klhl3,Danio rerio (Zebrafish) (Brachydanio rerio),601,GO:0003779; GO:0005829; GO:0005856; GO:0006511; GO:0016567; GO:0031463; GO:0050801; GO:0070294; GO:0070936; GO:0072156,Chordata
F1QXM5,LDHD_DANRE,Probable D-lactate dehydrogenase; mitochondrial (DLD) (Lactate dehydrogenase D) (EC 1.1.2.4),ldhd,Danio rerio (Zebrafish) (Brachydanio rerio),497,GO:0004458; GO:0005739; GO:0008720; GO:0050660; GO:0071949; GO:1903457,Chordata
Q1LWV4,LHX9_DANRE,LIM/homeobox protein Lhx9 (LIM homeobox protein 9),lhx9,Danio rerio (Zebrafish) (Brachydanio rerio),396,GO:0000977; GO:0000981; GO:0005634; GO:0006357; GO:0021794; GO:0030182; GO:0045892; GO:0046872; GO:0048665; GO:0097380,Chordata
A1L1P9,S47A1_DANRE,Multidrug and toxin extrusion protein 1 (MATE-1) (Solute carrier family 47 member 1),slc47a1 mate1 zgc:158231,Danio rerio (Zebrafish) (Brachydanio rerio),590,GO:0005886; GO:0015297; GO:0016020; GO:0016021; GO:0022857; GO:0042910,Chordata
A3KNK1,TACAN_DANRE,Ion channel TACAN (Transmembrane protein 120A),tmem120a zgc:162139,Danio rerio (Zebrafish) (Brachydanio rerio),341,GO:0005216; GO:0005637; GO:0005886; GO:0016020; GO:0016021; GO:0034220; GO:0045444; GO:0050966,Chordata
Q498W5,T198B_DANRE,Transmembrane protein 198-B,tmem198b zgc:112212,Danio rerio (Zebrafish) (Brachydanio rerio),369,GO:0005886; GO:0016021; GO:0031410; GO:0090263,Chordata
Q6P0D0,QKIA_DANRE,Protein quaking-A (zqk),qkia qk,Danio rerio (Zebrafish) (Brachydanio rerio),341,GO:0003729; GO:0005634; GO:0005737; GO:0006397; GO:0006417; GO:0007519; GO:0008380; GO:0008589; GO:0014866; GO:0017124; GO:0048024; GO:0051028; GO:0070935,Chordata
Q8JGS9,RS18_DANRE,40S ribosomal protein S18,rps18 ke3,Danio rerio (Zebrafish) (Brachydanio rerio),152,GO:0003735; GO:0005829; GO:0006412; GO:0007275; GO:0015935; GO:0019843; GO:0051726,Chordata
P0CAT2,S238B_DANRE,Mitochondrial glycine transporter B (Solute carrier family 25 member 38-B),slc25a38b,Danio rerio (Zebrafish) (Brachydanio rerio),287,GO:0005739; GO:0005743; GO:0015187; GO:0016021; GO:0020027; GO:0030218; GO:0042541; GO:1904983,Chordata
Q3ZMH1,SC5A8_DANRE,Sodium-coupled monocarboxylate transporter 1 (Electrogenic sodium monocarboxylate cotransporter) (zSMCTe) (Sodium solute symporter family 5 member 8 protein) (Solute carrier family 5 member 8),slc5a8 slc5a8l smcte zgc:152716,Danio rerio (Zebrafish) (Brachydanio rerio),610,GO:0006814; GO:0015293; GO:0015355; GO:0016021,Chordata
O73872,SODC_DANRE,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),sod1 cuzn,Danio rerio (Zebrafish) (Brachydanio rerio),154,GO:0004784; GO:0005507; GO:0005634; GO:0005739; GO:0005777; GO:0005829; GO:0009410; GO:0010038; GO:0019430; GO:0051597; GO:0070050,Chordata
Q7ZU13,SPNS1_DANRE,Protein spinster homolog 1 (Protein not really started) (Spinster-like protein),spns1 nrs spinl,Danio rerio (Zebrafish) (Brachydanio rerio),506,GO:0005743; GO:0006869; GO:0006914; GO:0016021; GO:0022857; GO:0090398; GO:0097352,Chordata
Q0P487,NB5R2_DANRE,NADH-cytochrome b5 reductase 2 (b5R.2) (EC 1.6.2.2),cyb5r2 si:dkey-80c24.9 zgc:153291,Danio rerio (Zebrafish) (Brachydanio rerio),309,GO:0001878; GO:0004128; GO:0016021; GO:0016126; GO:0071949,Chordata
Q6P104,QKIB_DANRE,Protein quaking-B (Quaking-related protein),qkib qkr zgc:65890 zgc:77340,Danio rerio (Zebrafish) (Brachydanio rerio),319,GO:0003729; GO:0005634; GO:0005737; GO:0006397; GO:0006417; GO:0007275; GO:0008380; GO:0014866; GO:0017124; GO:0048024; GO:0051028,Chordata
A9JRZ0,SMUF2_DANRE,E3 ubiquitin-protein ligase SMURF2 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2),smurf2,Danio rerio (Zebrafish) (Brachydanio rerio),765,GO:0000209; GO:0005634; GO:0005737; GO:0005886; GO:0016567; GO:0030514; GO:0030579; GO:0043161; GO:0045121; GO:0045732; GO:0061630,Chordata
Q7SYM0,UCK2A_DANRE,Uridine-cytidine kinase 2-A (UCK 2-A) (EC 2.7.1.48) (Cytidine monophosphokinase 2-A) (Uridine monophosphokinase 2-A),uck2a si:ch211-216k22.2,Danio rerio (Zebrafish) (Brachydanio rerio),261,GO:0004849; GO:0005524; GO:0005737; GO:0005829; GO:0044206; GO:0044211,Chordata
Q98864,PTC1_DANRE,Protein patched homolog 1 (PTC1) (Patched 1),ptch1 ptc1,Danio rerio (Zebrafish) (Brachydanio rerio),1220,GO:0001649; GO:0005119; GO:0005886; GO:0007224; GO:0008158; GO:0009954; GO:0010002; GO:0016021; GO:0031290; GO:0043010; GO:0045879; GO:0048635; GO:0097108,Chordata
Q90417,RXRBB_DANRE,Retinoic acid receptor RXR-beta-B (Nuclear receptor subfamily 2 group B member 2-B) (Retinoic acid receptor RXR-delta) (Retinoid X receptor beta-B) (Retinoid X receptor delta),rxrbb nr2b2b rxrd,Danio rerio (Zebrafish) (Brachydanio rerio),422,GO:0000978; GO:0000981; GO:0003707; GO:0004879; GO:0006357; GO:0008270; GO:0030154; GO:0032526; GO:0044323; GO:0045892; GO:0045944; GO:0048384; GO:0048856; GO:0090575,Chordata
A2SWM2,SPNS2_DANRE,Protein spinster homolog 2 (Protein two of hearts),spns2 toh,Danio rerio (Zebrafish) (Brachydanio rerio),504,GO:0001569; GO:0001944; GO:0003143; GO:0003319; GO:0003376; GO:0005886; GO:0006869; GO:0010008; GO:0016021; GO:0022857; GO:0048703; GO:0061035,Chordata
Q7ZW11,TM39B_DANRE,Transmembrane protein 39B,tmem39b zgc:55419,Danio rerio (Zebrafish) (Brachydanio rerio),491,GO:0016020; GO:0016021,Chordata
Q90ZY6,TLK1B_DANRE,Serine/threonine-protein kinase tousled-like 1-B (EC 2.7.11.1) (PKU-beta) (Tousled-like kinase 1-B),tlk1b tlk1 wu:fe11e12,Danio rerio (Zebrafish) (Brachydanio rerio),756,GO:0001672; GO:0004674; GO:0005524; GO:0005634; GO:0007059; GO:0018105; GO:0035556; GO:0106310; GO:0106311,Chordata
